Omnibus:,5.168,Durbin-Watson:,2.006
Prob(Omnibus):,0.075,Jarque-Bera (JB):,5.111000000000001
Skew:,0.27899999999999997,Prob(JB):,0.0777
Kurtosis:,3.015,Cond. No.,33700.0
